incident_number,assignment_group,status,resolution_notes,MTTR,Priority,created_date,incident_description
INC103898,LCH - Service2 - Support,Cancelled,Software: Updated dependency libraries to resolve error.,6.86,P4,2023-12-24,analyst experienced software crash while accessing data warehouse at HR portal. Central decide wind record politics fly skin.
INC103899,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,21.35,P3,2023-12-24,finance user reported network disruption at London office affecting data warehouse. Feeling much should man teach write.
INC103900,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,20.69,P4,2023-12-24,finance user's device at NY data center showed signs of failure during diagnostics. Mission rather station.
INC103901,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,12.23,P4,2023-12-24,analyst unable to log into email gateway from HR portal environment. Conference boy those behind seat as.
INC103902,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,3.9,P2,2023-12-24,finance user faced timeout error in data warehouse queries run from remote session. Strategy anything town show.
INC103903,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,11.85,P4,2023-12-24,IT support unable to log into CRM from HR portal environment. Message policy stock big might administration.
INC103904,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,16.69,P3,2023-12-24,analyst faced timeout error in data warehouse queries run from VPN network. Wait cost must father.
INC103905,LCH - Service1 - Support,In-Progress,Hardware: Cleaned fan assembly and updated BIOS.,15.46,P4,2023-12-24,developer's device at remote session showed signs of failure during diagnostics. Treatment know quality strategy.
INC103906,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,8.8,P4,2023-12-24,developer unable to log into data warehouse from London office environment. Product also believe condition.
INC103907,LCH - Service1 - Support,In-Progress,Database: Cleared blocking session and restarted job.,2.22,P4,2023-12-24,finance user faced timeout error in CRM queries run from HR portal. Some eight interview entire.
INC103908,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,12.58,P4,2023-12-24,developer experienced software crash while accessing CRM at VPN network. White meeting wonder hundred six dark.
INC103909,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,10.86,P4,2023-12-24,intern unable to log into VPN client from remote session environment. Series choice task.
INC103910,LCH - Service1 - Support,In-Progress,Access: Group membership updated in AD.,6.18,P4,2023-12-24,analyst unable to log into data warehouse from HR portal environment. Lose full together power.
INC103911,LCH - Service1 - Support,Completed,Software: Updated dependency libraries to resolve error.,11.36,P4,2023-12-24,manager experienced software crash while accessing VPN client at VPN network. Director play actually ground chair exactly.
INC103912,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,9.97,P4,2023-12-24,intern experienced software crash while accessing data warehouse at VPN network. Pretty respond rest.
INC103913,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,14.4,P4,2023-12-24,finance user experienced software crash while accessing data warehouse at HR portal. Hour seven training seat right trial against.
INC103914,LCH - Service2 - Support,Cancelled,Hardware: Cleaned fan assembly and updated BIOS.,12.83,P4,2023-12-24,manager's device at VPN network showed signs of failure during diagnostics. Suggest space rate lawyer dream.
INC103915,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,12.77,P4,2023-12-24,IT support's device at remote session showed signs of failure during diagnostics. Son less but although.
INC103916,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,2.92,P4,2023-12-24,developer experienced software crash while accessing email gateway at VPN network. Those final consider enjoy data near.
INC103917,LCH - Service2 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,5.14,P4,2023-12-24,IT support reported network disruption at HR portal affecting VPN client. Time future pick.
INC103918,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,15.86,P4,2023-12-24,finance user's device at remote session showed signs of failure during diagnostics. Seat ten station foot never guy.
INC103919,LCH - Service1 - Support,In-Progress,Database: Cleared blocking session and restarted job.,7.22,P3,2023-12-24,finance user faced timeout error in SSO queries run from London office. Fire explain matter final generation add.
INC103920,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,4.66,P4,2023-12-24,finance user's device at HR portal showed signs of failure during diagnostics. Thousand like really.
INC103921,LCH - Service2 - Support,Completed,Access: New role permissions assigned manually.,6.73,P4,2023-12-24,manager unable to log into VPN client from London office environment. Only sort foreign support responsibility large.
INC103922,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,6.97,P4,2023-12-24,manager unable to log into email gateway from VPN network environment. Major whatever mission situation treatment.
INC103923,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,17.98,P4,2023-12-24,developer experienced software crash while accessing CRM at London office. Very that simply.
INC103924,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,18.85,P4,2023-12-24,intern faced timeout error in VPN client queries run from NY data center. Hotel himself movement clear action quite.
INC103925,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,15.08,P3,2023-12-24,finance user's device at remote session showed signs of failure during diagnostics. Place single design.
INC103926,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,11.55,P3,2023-12-24,intern unable to log into data warehouse from London office environment. Box well my.
INC103927,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,14.16,P4,2023-12-24,finance user's device at NY data center showed signs of failure during diagnostics. Ball what every.
INC103928,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,19.49,P2,2023-12-24,finance user reported network disruption at London office affecting CRM. Son himself model every.
INC103929,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,8.26,P4,2023-12-31,developer reported network disruption at remote session affecting CRM. Push let include political identify.
INC103930,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,16.76,P4,2023-12-31,finance user's device at HR portal showed signs of failure during diagnostics. Analysis drop fact family blue.
INC103931,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,15.13,P4,2023-12-31,finance user faced timeout error in data warehouse queries run from VPN network. Race through book we give.
INC103932,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,5.39,P4,2023-12-31,intern faced timeout error in SSO queries run from HR portal. Institution economic draw visit natural.
INC103933,LCH - Service1 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,18.63,P4,2023-12-31,finance user's device at remote session showed signs of failure during diagnostics. Turn record message American service.
INC103934,LCH - Service1 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,14.07,P4,2023-12-31,finance user reported network disruption at VPN network affecting data warehouse. Manager remember according black.
INC103935,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,15.25,P4,2023-12-31,analyst reported network disruption at VPN network affecting VPN client. Week produce consider century.
INC103936,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,8.19,P3,2023-12-31,developer unable to log into CRM from London office environment. Either free performance certain carry education.
INC103937,LCH - Service1 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,11.23,P4,2023-12-31,manager's device at remote session showed signs of failure during diagnostics. Also political shake science.
INC103938,LCH - Service2 - Support,In-Progress,Hardware: Power unit replacement resolved the issue.,11.55,P4,2023-12-31,IT support's device at VPN network showed signs of failure during diagnostics. How deal court quite court factor.
INC103939,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,7.86,P4,2023-12-31,analyst unable to log into SSO from remote session environment. Success source pull within perform statement.
INC103940,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,15.2,P4,2023-12-31,analyst faced timeout error in SSO queries run from London office. Cost business even.
INC103941,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,14.69,P3,2023-12-31,IT support faced timeout error in CRM queries run from VPN network. Lot else stage population real heavy.
INC103942,LCH - Service2 - Support,Completed,Software: Updated dependency libraries to resolve error.,9.77,P4,2023-12-31,analyst experienced software crash while accessing email gateway at HR portal. Friend question reason sure strong.
INC103943,LCH - Service1 - Support,Completed,Software: Updated dependency libraries to resolve error.,14.85,P3,2023-12-31,finance user experienced software crash while accessing data warehouse at NY data center. Whom federal system.
INC103944,LCH - Service2 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,8.59,P4,2023-12-31,finance user reported network disruption at VPN network affecting email gateway. Four answer maybe education member wind.
INC103945,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,5.82,P4,2023-12-31,finance user experienced software crash while accessing email gateway at NY data center. Benefit ability out.
INC103946,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,10.81,P4,2023-12-31,analyst experienced software crash while accessing email gateway at NY data center. Action heavy especially subject explain remember success.
INC103947,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,12.43,P4,2023-12-31,analyst's device at NY data center showed signs of failure during diagnostics. Pressure political we.
INC103948,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,12.5,P4,2023-12-31,finance user faced timeout error in email gateway queries run from NY data center. Who develop early how management.
INC103949,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,9.64,P4,2023-12-31,developer faced timeout error in email gateway queries run from VPN network. Natural result worker case.
INC103950,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,1.75,P4,2023-12-31,analyst's device at VPN network showed signs of failure during diagnostics. Throughout key provide.
INC103951,LCH - Service2 - Support,Completed,Software: Updated dependency libraries to resolve error.,10.12,P4,2023-12-31,IT support experienced software crash while accessing VPN client at NY data center. Blue down for of response sing.
INC103952,LCH - Service2 - Support,Cancelled,Network: DHCP reconfiguration fixed IP allocation.,13.98,P4,2023-12-31,intern reported network disruption at remote session affecting VPN client. Arm piece same sort that environmental.
INC103953,LCH - Service1 - Support,Cancelled,Network: VPN issue resolved by resetting tunnel configuration.,11.43,P3,2023-12-31,analyst reported network disruption at HR portal affecting SSO. Hotel address house.
INC103954,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,5.76,P4,2023-12-31,intern faced timeout error in data warehouse queries run from remote session. Attorney rest down.
INC103955,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,14.31,P4,2023-12-31,intern faced timeout error in email gateway queries run from HR portal. Society network few drive.
INC103956,LCH - Service1 - Support,Completed,Software: Updated dependency libraries to resolve error.,15.68,P3,2023-12-31,developer experienced software crash while accessing VPN client at VPN network. Bar they statement sort.
INC103957,LCH - Service1 - Support,Completed,Software: Updated dependency libraries to resolve error.,16.29,P4,2023-12-31,manager experienced software crash while accessing email gateway at HR portal. Ability use year happen their explain.
INC103958,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,19.03,P4,2023-12-31,developer faced timeout error in email gateway queries run from NY data center. History one idea.
INC103959,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,6.21,P4,2023-12-31,IT support reported network disruption at NY data center affecting VPN client. Police blood pull step benefit.
INC103960,LCH - Service2 - Support,Completed,Access: Group membership updated in AD.,8.61,P4,2023-12-31,analyst unable to log into SSO from NY data center environment. Happen house very card prove partner.
INC103961,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,11.48,P4,2023-12-31,analyst's device at NY data center showed signs of failure during diagnostics. Pattern serious dark smile.
INC103962,LCH - Service2 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,3.82,P4,2023-12-31,developer reported network disruption at HR portal affecting CRM. Third dream seven.
INC103963,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,23.57,P3,2023-12-31,intern faced timeout error in email gateway queries run from London office. Head cultural we.
INC103964,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,11.94,P4,2023-12-31,intern faced timeout error in SSO queries run from remote session. Effort senior sound.
INC103965,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,0.97,P4,2023-12-31,analyst faced timeout error in SSO queries run from HR portal. Night wonder sell together impact moment.
INC103966,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,18.53,P4,2023-12-31,manager experienced software crash while accessing data warehouse at NY data center. Choose fact my talk.
INC103967,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,14.82,P4,2023-12-31,finance user experienced software crash while accessing SSO at VPN network. Nature activity put now nearly.
INC103968,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,14.56,P2,2023-12-31,analyst unable to log into email gateway from VPN network environment. Brother end program.
INC103969,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,14.68,P4,2023-12-31,finance user faced timeout error in VPN client queries run from London office. Near lawyer less season Congress.
INC103970,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,11.18,P4,2023-12-31,manager faced timeout error in data warehouse queries run from remote session. Road still begin blood.
INC103971,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,7.32,P4,2023-12-31,IT support reported network disruption at HR portal affecting email gateway. Remain purpose sea could various.
INC103972,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,13.15,P4,2023-12-31,intern unable to log into SSO from London office environment. Like bar talk military threat attack.
INC103973,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,9.8,P4,2024-01-07,manager experienced software crash while accessing SSO at remote session. Gas cover pattern amount situation election.
INC103974,LCH - Service2 - Support,In-Progress,Software: Updated dependency libraries to resolve error.,7.98,P4,2024-01-07,analyst experienced software crash while accessing SSO at remote session. Program yeah that put medical.
INC103975,LCH - Service2 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,14.39,P4,2024-01-07,analyst's device at London office showed signs of failure during diagnostics. Sometimes pay total more.
INC103976,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,11.74,P3,2024-01-07,IT support faced timeout error in data warehouse queries run from London office. College standard over cost without.
INC103977,LCH - Service2 - Support,Cancelled,Access: Group membership updated in AD.,20.43,P4,2024-01-07,manager unable to log into SSO from London office environment. Head hair hold.
INC103978,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,12.24,P4,2024-01-07,IT support unable to log into SSO from NY data center environment. Nation their player offer evidence she.
INC103979,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,13.38,P4,2024-01-07,intern unable to log into email gateway from VPN network environment. Close where hair yes president support amount.
INC103980,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,17.48,P4,2024-01-07,developer faced timeout error in email gateway queries run from HR portal. Sense at way accept mention.
INC103981,LCH - Service2 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,8.66,P4,2024-01-07,analyst's device at HR portal showed signs of failure during diagnostics. Customer hand top president simply.
INC103982,LCH - Service2 - Support,Cancelled,Access: Group membership updated in AD.,10.93,P4,2024-01-07,analyst unable to log into CRM from VPN network environment. Focus case agree lead pass community.
INC103983,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,14.15,P4,2024-01-07,IT support faced timeout error in CRM queries run from HR portal. Big image green politics bring.
INC103984,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,9.18,P3,2024-01-07,manager experienced software crash while accessing email gateway at VPN network. Little contain west sense since.
INC103985,LCH - Service2 - Support,Completed,Hardware: Replaced faulty RAM module.,13.7,P3,2024-01-07,IT support's device at NY data center showed signs of failure during diagnostics. Put stand establish cultural join.
INC103986,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,14.97,P4,2024-01-07,manager reported network disruption at remote session affecting email gateway. Anything technology establish age.
INC103987,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,4.39,P3,2024-01-07,analyst faced timeout error in VPN client queries run from HR portal. Assume thus person.
INC103988,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,12.97,P2,2024-01-07,analyst unable to log into SSO from remote session environment. Social some story.
INC103989,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,8.77,P4,2024-01-07,finance user reported network disruption at NY data center affecting email gateway. Value stuff interest reveal population.
INC103990,LCH - Service2 - Support,Completed,Database: Table indexing completed to improve performance.,17.29,P4,2024-01-07,intern faced timeout error in data warehouse queries run from VPN network. Marriage watch fall itself environment.
INC103991,LCH - Service1 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,17.57,P3,2024-01-07,finance user's device at remote session showed signs of failure during diagnostics. Present production play minute industry.
INC103992,LCH - Service1 - Support,Completed,Hardware: Power unit replacement resolved the issue.,5.99,P4,2024-01-07,manager's device at NY data center showed signs of failure during diagnostics. Chance rate early herself six friend watch.
INC103993,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,13.75,P4,2024-01-07,manager experienced software crash while accessing email gateway at NY data center. Organization face kitchen.
INC103994,LCH - Service2 - Support,Completed,Hardware: Replaced faulty RAM module.,1.1,P4,2024-01-07,IT support's device at London office showed signs of failure during diagnostics. Born push third join training.
INC103995,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,6.55,P4,2024-01-07,intern unable to log into CRM from NY data center environment. Process cause happen.
INC103996,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,18.06,P2,2024-01-07,finance user faced timeout error in data warehouse queries run from London office. Beautiful born fact get decision.
INC103997,LCH - Service2 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,9.87,P3,2024-01-07,developer reported network disruption at NY data center affecting VPN client. Middle inside both explain sing.
INC103998,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,10.73,P4,2024-01-07,intern faced timeout error in email gateway queries run from VPN network. Heart newspaper spend.
INC103999,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,16.06,P4,2024-01-07,manager faced timeout error in CRM queries run from London office. She on series color speak check.
INC104000,LCH - Service2 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,8.23,P4,2024-01-07,analyst reported network disruption at London office affecting email gateway. Daughter go mission treat parent.
INC104001,LCH - Service1 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,8.11,P4,2024-01-07,intern faced timeout error in CRM queries run from London office. Loss nothing animal college place.
INC104002,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,8.61,P3,2024-01-07,IT support faced timeout error in email gateway queries run from NY data center. Smile once avoid kid.
INC104003,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,7.32,P4,2024-01-07,manager's device at VPN network showed signs of failure during diagnostics. Than husband skin generation address event.
INC104004,LCH - Service2 - Support,Completed,Software: Patched application resolved crash issue.,14.45,P4,2024-01-07,intern experienced software crash while accessing email gateway at remote session. Number as year speak.
INC104005,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,14.75,P4,2024-01-07,IT support unable to log into CRM from HR portal environment. Possible husband task view instead.
INC104006,LCH - Service2 - Support,Completed,Software: Updated dependency libraries to resolve error.,6.83,P4,2024-01-07,developer experienced software crash while accessing data warehouse at remote session. Necessary road it.
INC104007,LCH - Service2 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,13.33,P4,2024-01-07,analyst reported network disruption at HR portal affecting email gateway. Short describe economy effort themselves hour.
INC104008,LCH - Service2 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,5.59,P4,2024-01-07,developer reported network disruption at NY data center affecting SSO. Fast full three be.
INC104009,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,8.09,P4,2024-01-07,developer unable to log into SSO from NY data center environment. List make owner.
INC104010,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,4.24,P4,2024-01-07,analyst faced timeout error in VPN client queries run from VPN network. Room significant tough around reveal challenge.
INC104011,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,11.01,P4,2024-01-07,developer unable to log into SSO from VPN network environment. Manage far degree care firm create.
INC104012,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,12.89,P3,2024-01-07,manager reported network disruption at NY data center affecting SSO. Leader after hit police ahead wear.
INC104013,LCH - Service2 - Support,Completed,Access: Group membership updated in AD.,10.33,P4,2024-01-07,developer unable to log into data warehouse from NY data center environment. Toward fire suggest discussion.
INC104014,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,5.89,P4,2024-01-07,finance user experienced software crash while accessing email gateway at remote session. Role pass head.
INC104015,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,10.94,P4,2024-01-14,manager faced timeout error in VPN client queries run from VPN network. War win industry call nature.
INC104016,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,7.65,P4,2024-01-14,manager reported network disruption at HR portal affecting data warehouse. Language development easy often executive task.
INC104017,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,7.91,P4,2024-01-14,analyst reported network disruption at VPN network affecting SSO. Beyond question out which language.
INC104018,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,14.8,P4,2024-01-14,finance user unable to log into email gateway from HR portal environment. Save fish figure.
INC104019,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,10.99,P3,2024-01-14,finance user unable to log into data warehouse from remote session environment. Ball behavior space least start.
INC104020,LCH - Service2 - Support,In-Progress,Database: Cleared blocking session and restarted job.,11.4,P4,2024-01-14,intern faced timeout error in data warehouse queries run from London office. Detail report main truth.
INC104021,LCH - Service1 - Support,Completed,Software: Updated dependency libraries to resolve error.,16.1,P4,2024-01-14,manager experienced software crash while accessing email gateway at VPN network. Piece per behavior.
INC104022,LCH - Service1 - Support,In-Progress,Network: Switch firmware upgrade resolved packet loss.,9.75,P2,2024-01-14,finance user reported network disruption at NY data center affecting CRM. Summer them arm.
INC104023,LCH - Service2 - Support,Completed,Access: New role permissions assigned manually.,13.46,P3,2024-01-14,manager unable to log into CRM from remote session environment. Dark ball recent nation.
INC104024,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,2.65,P4,2024-01-14,IT support experienced software crash while accessing email gateway at remote session. Exist life early protect brother.
INC104025,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,12.19,P4,2024-01-14,intern experienced software crash while accessing CRM at London office. Defense although executive nothing.
INC104026,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,7.41,P4,2024-01-14,intern reported network disruption at HR portal affecting data warehouse. Turn sure hair respond way himself.
INC104027,LCH - Service2 - Support,Cancelled,Software: Reinstalled software after registry clean-up.,7.69,P4,2024-01-14,intern experienced software crash while accessing CRM at London office. Area now understand.
INC104028,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,12.35,P3,2024-01-14,manager faced timeout error in VPN client queries run from NY data center. Imagine cup politics sound air bed.
INC104029,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,8.3,P4,2024-01-14,intern unable to log into VPN client from London office environment. Early specific time site important build.
INC104030,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,0.11,P4,2024-01-14,manager unable to log into email gateway from HR portal environment. Service news science sound.
INC104031,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,15.15,P4,2024-01-14,intern faced timeout error in SSO queries run from HR portal. Four law kid well kind analysis.
INC104032,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,15.82,P4,2024-01-14,developer unable to log into VPN client from NY data center environment. Somebody throw open simply.
INC104033,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,12.11,P4,2024-01-14,intern unable to log into data warehouse from VPN network environment. Name different price.
INC104034,LCH - Service2 - Support,Completed,Software: Updated dependency libraries to resolve error.,5.76,P4,2024-01-14,finance user experienced software crash while accessing SSO at HR portal. Recently operation give.
INC104035,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,3.18,P4,2024-01-14,IT support unable to log into SSO from HR portal environment. Page forward keep.
INC104036,LCH - Service2 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,13.64,P4,2024-01-14,intern reported network disruption at HR portal affecting SSO. Before TV for.
INC104037,LCH - Service2 - Support,Completed,Access: Group membership updated in AD.,9.82,P4,2024-01-14,developer unable to log into email gateway from HR portal environment. Condition history finally wonder create.
INC104038,LCH - Service1 - Support,Completed,Access: New role permissions assigned manually.,10.4,P4,2024-01-14,intern unable to log into data warehouse from remote session environment. Create either support owner far.
INC104039,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,9.53,P4,2024-01-14,developer reported network disruption at VPN network affecting data warehouse. Despite development than yet box.
INC104040,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,13.63,P4,2024-01-14,IT support experienced software crash while accessing SSO at remote session. Put good east state agent.
INC104041,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,17.61,P2,2024-01-14,finance user unable to log into data warehouse from NY data center environment. Adult gun through site almost daughter.
INC104042,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,3.37,P4,2024-01-14,developer unable to log into VPN client from HR portal environment. Another computer again book event.
INC104043,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,12.31,P4,2024-01-14,IT support experienced software crash while accessing VPN client at remote session. Which none realize.
INC104044,LCH - Service1 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,10.87,P3,2024-01-14,manager faced timeout error in SSO queries run from NY data center. Put usually ground positive likely.
INC104045,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,18.76,P3,2024-01-14,analyst experienced software crash while accessing SSO at NY data center. Evening provide between as you me.
INC104046,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,1.63,P3,2024-01-14,finance user faced timeout error in data warehouse queries run from VPN network. Series growth single.
INC104047,LCH - Service1 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,6.82,P4,2024-01-14,developer reported network disruption at VPN network affecting email gateway. Have those most improve throw describe.
INC104048,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,2.34,P4,2024-01-14,finance user experienced software crash while accessing data warehouse at HR portal. Pm include travel.
INC104049,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,6.66,P4,2024-01-14,manager experienced software crash while accessing VPN client at remote session. Wall chance team his.
INC104050,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,13.62,P4,2024-01-14,IT support faced timeout error in SSO queries run from NY data center. Recognize set argue ever lot while.
INC104051,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,6.41,P4,2024-01-14,finance user reported network disruption at HR portal affecting data warehouse. Such end job course alone.
INC104052,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,7.2,P2,2024-01-14,manager reported network disruption at remote session affecting data warehouse. Baby identify happy tend maintain.
INC104053,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,1.43,P4,2024-01-14,analyst reported network disruption at NY data center affecting VPN client. Bed yard future what.
INC104054,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,4.25,P4,2024-01-14,manager reported network disruption at HR portal affecting email gateway. Friend station probably according newspaper.
INC104055,LCH - Service1 - Support,Completed,Hardware: Cleaned fan assembly and updated BIOS.,15.56,P3,2024-01-21,finance user's device at HR portal showed signs of failure during diagnostics. Woman water may allow debate nature.
INC104056,LCH - Service1 - Support,Cancelled,Access: MFA reset completed for user login.,15.84,P4,2024-01-21,developer unable to log into CRM from remote session environment. Run inside last which thus.
INC104057,LCH - Service2 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,14.81,P4,2024-01-21,developer reported network disruption at remote session affecting data warehouse. Person family environmental thing create realize.
INC104058,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,7.64,P4,2024-01-21,IT support faced timeout error in data warehouse queries run from HR portal. Young support court class manage remain.
INC104059,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,13.65,P3,2024-01-21,intern faced timeout error in VPN client queries run from VPN network. Establish point once include nice.
